x,y
2.1169952464156983,18.001116539250717
61.12323662733338,47.06773866439781
93.4388070763907,53.7665791032743
57.265959355310855,37.505434866448205
94.2745572378146,48.772534254000036
58.71501749153262,99.15003903321663
25.8764663551304,60.70280846990502
94.98508002217083,32.8419051585198
71.61784033221046,52.10150188771049
23.804552685989535,65.56255651492647
16.022542931440185,22.628998508841836
62.13269316098372,29.79803854629096
16.90381981115594,77.81251089076665
75.12895172915505,85.55072222585433
35.51791936432992,7.170215374607469
45.6849763210442,41.911711773931174
95.8292723188725,44.685613568062486
7.383695900371068,11.766315979578657
43.300473940591985,62.831508556602834
87.12876154463187,37.99006706696536
26.061640938861665,7.690564449212934
70.19152634114695,62.40303215971351
26.880210187361588,17.19211744035706
70.05166248821835,69.78523971253476
33.04356541117941,77.08252740194887
58.16144378751022,28.416266114677878
43.083357823313705,59.96907694157275
84.64258208012124,65.88711886245945
74.21173376534979,61.62497910573528
99.92842675517907,64.34276407807961
52.40612470653754,95.71583289970262
69.4932844635966,32.84878102370597
38.270656882126666,33.205429444367965
59.06445749043975,16.235747208317886
66.11864857943937,75.92148723101937
56.091566335279616,29.560210741419212
51.162005122744425,35.10960508080716
84.75154670003685,65.23112816411789
50.259867656791634,45.276297684018395
66.39675091604259,5.885939743483215
45.370116734505004,81.21969069597164
75.10732029592793,90.26048370872365
55.66384917152458,61.86908274449523
38.888055310398705,21.582228737524666
74.20432536698097,18.40226893934529
41.05382713071377,78.4263488603405
68.15824947583643,76.08211108459587
83.47648967146985,86.50940599298868
77.69871417250761,49.351590080964606
83.6201957796465,36.555510237656485
98.07551708285045,77.94914025928517
90.67090225758196,88.1550085058842
31.769925198792503,38.153786335606945
22.569731544744144,82.44589764564653
53.21747126820141,47.742222042492266
45.38881762163515,97.48333168318996
37.27364570341838,45.83765365310934
39.242122715106674,19.32270461183113
64.41386389148957,69.55286683574647
20.80264700158342,69.12702514887967
30.600415744287226,68.17763308197326
21.5013435336718,22.019357034761057
57.81556674273946,92.63324787149769
52.61195317090004,76.93635029431228
22.45134961851708,73.01462120570736
23.679914708867134,88.3989688505382
93.0630032496725,50.263019017483444
19.132345092072867,50.90172897930714
96.43443115005861,59.36021270179946
79.4100962554098,34.53189568350565
11.470446734363115,70.90740231742038
77.59165259450934,6.465214652869189
24.12197465348499,85.5500335800343
30.232704050090664,37.14501272093018
63.36681225072592,41.432158562459605
32.02400782890159,82.2364936932005
78.2099063588156,38.71175995440913
57.874112220807184,51.85836875600318
8.73357387715873,7.141057540606588
33.152447211586235,27.129057921717813
50.41946036000152,42.81345631844825
33.08210518753382,60.72478228928063
10.280418849569328,18.40150968731877
35.6506643362398,2.9321791875122627
5.78196100826831,27.557875116826125
18.9111884121518,27.588069630849265
63.099272644285165,58.62392437547559
63.174537252199,93.33427705808113
29.94724632486725,5.388312095022851
91.34798963833073,64.77549250002298
30.037320552176983,13.360473704269381
56.55405984168881,35.41335149096088
51.15643192157864,28.871671885908878
65.1673783048351,39.64006216573463
76.92964718750858,65.28886651328905
5.536295479841158,14.610057365988327
43.51959757066631,25.724350980969657
37.90990734630009,74.46830774099477
26.832118727785538,24.846739210713174
89.46997600426464,89.19909349787723

